N,P,K,temperature,humidity,ph,month,season,soil_type,region,label
50.31,14.4,65.52,31.57,51.33,7.94,9,permanent,loamy_clay,west_delta,pomegranate
13.15,28.12,31.75,18.13,58.16,7.88,3,winter,alluvial,north_delta,faba_bean
99.36,33.49,110.47,26.74,59.8,8.06,3,summer,clayey_delta,south_delta,tomato_summer
92.9,26.84,28.43,31.5,59.62,7.81,6,summer,alluvial,north_delta,maize
45.03,19.27,44.71,17.3,54.18,7.9,2,winter,loamy_clay,south_delta,coriander
29.44,18.5,27.78,17.09,62.0,7.91,4,winter,calcareous,north_coast,barley
12.42,23.42,20.02,15.72,57.37,7.88,1,winter,loamy_clay,west_delta,lentil
49.65,22.1,85.59,23.01,49.8,7.97,10,winter,alluvial,upper_egypt,garlic
54.83,24.52,56.24,27.13,55.99,7.53,7,summer,sandy,east_delta,basil
50.12,16.59,69.75,15.21,67.39,8.04,12,winter,clayey_delta,north_delta,garlic
92.2,38.64,113.16,29.71,55.79,8.3,7,summer,clayey_delta,south_delta,tomato_summer
71.4,26.18,57.03,29.0,68.86,7.56,8,summer,alluvial,north_delta,pepper
109.64,34.89,145.01,29.64,62.04,7.71,10,permanent,alluvial,upper_egypt,banana
68.92,27.78,13.99,19.41,48.5,7.99,2,winter,loamy_clay,upper_egypt,wheat
88.15,30.8,63.02,25.66,72.77,7.68,7,permanent,alluvial,north_delta,mint
82.52,23.56,89.04,21.21,58.41,7.94,3,permanent,loamy_clay,middle_egypt,citrus
37.87,19.69,30.96,18.94,59.22,7.74,12,winter,loamy_clay,west_delta,coriander
28.68,11.79,44.7,35.37,27.13,7.87,7,permanent,sandy,aswan,date_palm
34.44,15.79,33.71,19.85,63.35,7.88,1,winter,alluvial,north_delta,coriander
58.03,29.65,95.3,27.83,47.83,7.85,6,permanent,reclaimed,middle_egypt,grapes
39.65,14.67,36.96,18.04,51.87,7.89,2,winter,loamy_clay,west_delta,coriander
76.45,43.31,130.83,15.59,69.66,7.58,12,winter,alluvial,north_delta,potato
46.17,14.33,76.81,32.08,37.32,7.7,6,summer,sandy,new_lands,watermelon
61.17,23.67,80.79,28.93,53.77,8.1,5,summer,loamy_clay,middle_egypt,cotton
51.2,20.71,67.55,18.78,50.53,8.06,10,winter,alluvial,middle_egypt,garlic
71.28,23.67,85.35,32.51,48.0,7.84,8,summer,alluvial,middle_egypt,eggplant
99.15,23.5,38.56,27.98,66.24,7.89,7,summer,alluvial,south_delta,rice
37.03,6.82,51.53,29.86,31.64,7.9,4,permanent,sandy,upper_egypt,date_palm
100.57,35.05,97.51,31.05,55.85,7.78,7,summer,alluvial,middle_egypt,tomato_summer
89.14,40.91,126.18,19.12,65.33,7.63,1,winter,alluvial,north_delta,potato
36.04,14.98,30.45,16.04,53.2,7.67,4,winter,sandy,north_coast,barley
65.56,30.9,72.31,28.61,61.21,8.12,5,summer,alluvial,north_delta,cotton
102.72,29.09,27.34,27.38,55.3,8.17,5,summer,clayey_delta,north_delta,maize
105.28,34.77,132.6,24.77,60.0,7.9,3,permanent,loamy_clay,upper_egypt,banana
61.5,26.55,85.44,28.06,64.19,7.97,9,summer,loamy_clay,middle_egypt,cucumber
16.71,19.42,18.12,17.1,57.97,7.96,11,winter,calcareous,west_delta,lentil
81.03,36.88,93.43,17.57,66.58,8.25,2,winter,clayey_delta,north_delta,tomato_winter
80.58,19.2,87.87,28.93,63.66,7.93,5,summer,alluvial,north_delta,eggplant
93.29,25.88,87.23,26.99,64.7,7.72,7,permanent,alluvial,east_delta,citrus
66.9,23.59,64.63,18.89,45.85,8.0,2,winter,alluvial,upper_egypt,onion
21.35,21.11,24.3,12.05,46.18,7.92,12,winter,reclaimed,middle_egypt,lentil
103.31,22.76,35.89,25.76,68.6,7.73,8,summer,alluvial,north_delta,rice
75.37,34.73,93.73,16.43,61.62,7.73,2,winter,loamy_clay,south_delta,tomato_winter
25.91,21.22,20.49,15.65,52.61,7.86,3,winter,reclaimed,sinai_north,lentil
74.32,30.14,73.28,27.67,44.26,7.74,11,permanent,sandy,new_lands,mango
79.41,20.73,72.26,30.79,56.33,8.1,8,summer,clayey_delta,south_delta,cotton
63.42,21.09,46.67,17.4,51.85,7.91,2,winter,alluvial,middle_egypt,onion
74.53,22.21,83.46,28.06,58.67,7.81,5,summer,sandy,east_delta,eggplant
91.4,22.5,95.25,23.08,52.11,7.57,2,permanent,sandy,new_lands,citrus
54.96,26.15,60.64,27.29,49.27,7.81,4,summer,alluvial,upper_egypt,basil
19.56,32.66,34.19,18.33,62.36,7.84,1,winter,loamy_clay,middle_egypt,faba_bean
101.31,25.8,29.98,29.88,61.45,7.94,6,summer,alluvial,north_delta,maize
61.31,20.11,68.01,29.1,62.97,8.2,5,summer,clayey_delta,north_delta,cotton
83.2,30.55,41.58,22.41,62.56,7.69,4,permanent,loamy_clay,middle_egypt,mint
91.51,26.27,98.61,30.34,51.88,7.95,6,permanent,loamy_clay,upper_egypt,citrus
105.21,24.76,82.64,27.03,49.28,8.02,4,permanent,alluvial,upper_egypt,citrus
47.14,29.53,44.61,19.45,51.31,7.89,11,winter,loamy_clay,west_delta,sugar_beet
54.96,23.69,48.9,21.99,48.4,7.98,4,winter,loamy_clay,middle_egypt,onion
22.56,18.79,26.69,17.83,57.96,7.84,4,winter,reclaimed,sinai_north,lentil
26.69,28.65,32.78,17.99,58.18,7.98,4,winter,loamy_clay,middle_egypt,faba_bean
58.42,27.27,58.21,16.59,63.84,7.88,12,winter,alluvial,south_delta,cabbage
105.46,36.96,126.68,31.01,60.0,8.0,5,permanent,loamy_clay,upper_egypt,banana
36.66,10.05,53.43,35.02,27.57,7.77,10,permanent,sandy,upper_egypt,date_palm
54.88,25.69,84.58,26.98,58.96,7.68,9,summer,alluvial,middle_egypt,cucumber
78.56,22.44,77.47,31.12,49.13,7.64,9,permanent,sandy,aswan,mango
89.83,17.76,52.86,29.26,72.24,7.95,7,summer,alluvial,north_delta,rice
64.62,21.76,59.72,20.02,49.18,7.99,4,winter,clayey_delta,south_delta,onion
95.11,35.82,104.48,25.51,51.5,7.84,3,summer,alluvial,upper_egypt,tomato_summer
19.05,18.01,5.0,15.53,54.98,8.04,12,winter,alluvial,middle_egypt,berseem
52.93,23.16,60.16,14.39,57.45,7.68,12,winter,alluvial,middle_egypt,cabbage
54.72,28.05,76.94,16.19,62.79,7.94,2,winter,loamy_clay,middle_egypt,cabbage
67.96,27.59,94.56,23.52,53.88,7.86,10,permanent,reclaimed,west_delta,grapes
33.56,14.41,45.27,23.8,55.25,7.86,10,permanent,calcareous,north_coast,olive
69.72,27.78,68.11,19.01,49.58,8.05,12,winter,loamy_clay,upper_egypt,onion
46.39,31.29,38.81,18.18,56.01,8.12,10,winter,clayey_delta,south_delta,sugar_beet
66.21,29.79,60.7,29.24,60.04,7.64,7,summer,loamy_clay,middle_egypt,pepper
58.66,21.4,50.85,18.36,46.97,7.98,2,winter,alluvial,south_delta,onion
56.41,21.89,66.03,14.2,59.15,7.97,2,winter,alluvial,south_delta,cabbage
19.6,25.38,37.34,17.93,63.94,8.1,4,winter,clayey_delta,north_delta,faba_bean
87.25,31.95,74.45,20.8,66.03,7.92,12,permanent,loamy_clay,south_delta,mint
17.96,14.45,29.07,21.76,54.22,7.87,11,permanent,sandy,sinai_north,olive
25.14,24.79,23.68,18.32,52.51,7.78,1,winter,alluvial,middle_egypt,berseem
33.09,14.61,46.44,19.81,41.13,7.81,2,permanent,calcareous,new_lands,olive
31.88,13.54,43.78,24.85,43.84,7.85,3,permanent,reclaimed,new_lands,olive
46.18,21.07,73.88,16.68,56.03,8.04,4,winter,clayey_delta,south_delta,garlic
39.1,22.19,28.14,18.66,58.89,7.9,1,winter,loamy_clay,south_delta,coriander
73.49,18.5,86.95,29.41,65.9,7.84,5,summer,clayey_delta,east_delta,eggplant
109.36,38.31,133.6,27.58,66.02,7.87,5,permanent,alluvial,south_delta,banana
68.85,30.27,64.9,25.08,61.37,7.8,4,summer,clayey_delta,south_delta,pepper
26.38,26.25,44.06,16.26,65.76,8.17,2,winter,clayey_delta,north_delta,faba_bean
87.32,36.21,116.41,31.52,57.76,8.13,8,summer,clayey_delta,east_delta,tomato_summer
47.15,18.96,59.68,23.28,57.51,7.82,5,summer,alluvial,north_delta,basil
31.3,13.03,34.26,15.9,54.56,7.9,2,winter,loamy_clay,west_delta,coriander
86.78,31.63,105.79,20.83,65.66,7.95,11,winter,loamy_clay,west_delta,tomato_winter
52.83,20.71,52.87,30.04,52.81,7.92,7,summer,loamy_clay,upper_egypt,basil
68.52,24.65,65.43,30.24,57.14,8.08,8,summer,clayey_delta,north_delta,cotton
37.31,22.03,72.99,30.65,48.33,7.69,6,summer,calcareous,west_delta,watermelon
67.67,20.73,78.69,33.8,43.25,8.0,6,permanent,reclaimed,aswan,mango
94.35,27.43,71.67,24.67,61.69,7.88,4,permanent,loamy_clay,middle_egypt,mint
42.34,24.36,17.13,16.51,53.24,7.79,4,winter,alluvial,south_delta,wheat
44.24,24.36,79.53,17.94,59.74,8.13,11,winter,clayey_delta,south_delta,garlic
74.19,31.83,96.65,21.9,65.14,7.55,10,winter,sandy,east_delta,tomato_winter
79.74,20.51,89.0,25.64,61.02,7.87,5,permanent,reclaimed,middle_egypt,citrus
80.49,40.23,121.02,18.0,57.35,7.83,11,winter,alluvial,east_delta,potato
48.86,15.13,80.26,33.56,46.71,7.6,6,summer,calcareous,west_delta,watermelon
46.52,21.28,71.5,25.33,43.47,7.84,12,permanent,calcareous,new_lands,pomegranate
31.56,9.1,60.63,29.91,31.49,8.17,2,permanent,reclaimed,aswan,date_palm
75.35,31.41,58.6,28.23,59.85,7.92,7,permanent,alluvial,south_delta,mint
63.78,39.69,94.52,17.84,57.78,7.83,1,winter,alluvial,south_delta,tomato_winter
22.99,21.57,17.1,19.47,59.66,7.79,10,winter,loamy_clay,south_delta,berseem
20.52,31.72,42.25,17.16,66.56,7.92,11,winter,alluvial,north_delta,faba_bean
72.72,25.07,67.76,24.84,58.89,7.64,2,permanent,sandy,east_delta,mango
24.27,14.94,51.59,26.03,38.34,7.9,5,permanent,sandy,new_lands,olive
26.47,17.31,13.17,18.58,51.18,7.78,11,winter,alluvial,middle_egypt,berseem
41.99,11.21,64.74,30.05,46.3,7.63,5,summer,calcareous,sinai_north,watermelon
63.65,21.71,64.01,27.37,63.92,7.57,10,permanent,sandy,east_delta,mango
74.74,20.68,93.39,29.97,50.98,7.97,9,summer,alluvial,middle_egypt,eggplant
22.63,16.06,27.26,15.8,62.62,7.9,1,winter,loamy_clay,south_delta,berseem
29.69,19.79,19.57,19.54,42.28,7.99,2,winter,calcareous,new_lands,cumin
48.37,24.2,66.54,28.57,46.1,7.85,6,permanent,loamy_clay,middle_egypt,pomegranate
66.76,19.14,79.78,27.85,53.46,8.15,5,summer,alluvial,south_delta,cotton
92.93,44.96,136.26,17.75,65.72,7.81,2,winter,loamy_clay,west_delta,potato
86.97,20.05,73.4,31.26,51.54,7.89,5,summer,loamy_clay,upper_egypt,eggplant
62.2,22.3,49.54,20.59,46.35,7.92,11,winter,alluvial,upper_egypt,onion
42.8,18.41,36.67,20.79,48.34,7.7,10,winter,loamy_clay,middle_egypt,coriander
29.68,20.4,27.43,22.77,48.58,8.03,10,winter,alluvial,upper_egypt,cumin
53.45,23.89,72.07,18.39,60.95,7.9,11,winter,alluvial,north_delta,cabbage
73.89,37.78,88.81,16.97,71.46,7.69,1,winter,alluvial,north_delta,tomato_winter
20.86,25.16,33.14,16.52,49.57,7.82,1,winter,loamy_clay,middle_egypt,cumin
31.94,11.41,51.71,34.32,28.77,7.85,9,permanent,sandy,upper_egypt,date_palm
74.92,25.83,75.2,28.77,59.96,8.07,6,summer,alluvial,south_delta,cotton
67.43,23.09,80.72,28.58,40.0,7.97,10,permanent,reclaimed,new_lands,mango
28.84,16.78,45.88,20.2,47.58,7.9,3,permanent,sandy,north_coast,olive
69.72,13.74,81.36,29.0,63.02,7.86,7,summer,loamy_clay,west_delta,cucumber
62.34,24.32,77.67,28.44,53.62,7.98,6,permanent,loamy_clay,upper_egypt,mango
104.17,21.21,64.54,26.97,65.0,7.89,6,summer,alluvial,south_delta,rice
55.19,28.54,77.5,16.12,57.88,7.95,12,winter,alluvial,middle_egypt,cabbage
85.74,37.3,106.45,26.48,64.21,8.01,4,summer,alluvial,east_delta,tomato_summer
68.64,23.09,78.83,26.8,62.85,8.02,7,summer,clayey_delta,north_delta,cucumber
31.54,15.59,65.7,24.11,57.96,7.78,4,permanent,calcareous,sinai_north,olive
79.9,22.1,50.29,30.47,68.84,7.9,7,summer,clayey_delta,south_delta,rice
78.77,20.54,72.41,28.77,54.93,8.12,9,summer,alluvial,middle_egypt,cotton
73.32,23.25,21.34,16.38,51.96,8.03,4,winter,clayey_delta,south_delta,wheat
41.69,14.42,29.21,14.67,53.55,7.85,12,winter,loamy_clay,west_delta,barley
35.68,21.98,67.17,17.32,56.85,8.04,2,winter,alluvial,upper_egypt,garlic
22.03,16.14,12.32,18.8,56.51,7.95,12,winter,loamy_clay,south_delta,berseem
79.82,24.07,101.35,30.8,48.44,7.87,6,summer,alluvial,south_delta,eggplant
56.46,23.36,53.43,28.14,53.37,7.93,6,summer,loamy_clay,south_delta,basil
49.85,23.38,64.88,15.96,66.27,7.93,2,winter,loamy_clay,middle_egypt,cabbage
68.2,22.38,77.7,16.65,63.13,7.99,2,winter,alluvial,middle_egypt,cabbage
15.16,24.58,32.19,15.81,60.36,7.89,2,winter,alluvial,south_delta,faba_bean
56.81,28.02,48.8,17.41,51.85,7.89,12,winter,alluvial,middle_egypt,onion
64.82,24.86,81.86,24.34,49.99,7.76,1,permanent,loamy_clay,upper_egypt,mango
80.87,48.65,126.49,15.71,58.52,7.75,12,winter,alluvial,middle_egypt,potato
69.74,28.06,83.36,25.27,43.39,7.7,12,permanent,sandy,new_lands,grapes
40.97,20.04,67.95,23.38,58.32,8.05,1,permanent,calcareous,west_delta,pomegranate
113.92,41.01,153.0,28.01,62.35,8.0,6,permanent,loamy_clay,south_delta,banana
94.69,26.98,34.87,31.81,51.72,8.01,7,summer,clayey_delta,south_delta,maize
80.2,20.85,77.5,30.21,51.95,7.93,5,summer,alluvial,upper_egypt,eggplant
37.61,12.78,28.05,17.35,55.76,8.07,4,winter,calcareous,west_delta,barley
35.49,15.52,28.48,16.52,63.05,7.88,1,winter,alluvial,north_delta,coriander
68.57,30.66,49.42,25.86,58.16,7.58,5,summer,alluvial,middle_egypt,pepper
27.27,19.88,8.86,14.22,60.0,7.97,2,winter,alluvial,south_delta,berseem
27.86,14.62,48.43,24.16,42.9,7.92,5,permanent,calcareous,new_lands,olive
20.39,26.21,46.25,16.46,54.7,7.71,12,winter,alluvial,middle_egypt,faba_bean
59.89,26.79,21.26,17.75,50.56,7.91,1,winter,loamy_clay,upper_egypt,wheat
29.74,17.99,49.38,25.85,42.62,7.99,8,permanent,reclaimed,new_lands,olive
68.51,30.01,101.15,24.83,47.13,7.89,4,permanent,reclaimed,middle_egypt,grapes
39.36,24.7,81.09,24.0,39.64,7.93,1,permanent,loamy_clay,upper_egypt,pomegranate
47.99,21.53,52.44,30.61,59.13,8.03,7,summer,loamy_clay,south_delta,basil
84.69,43.45,123.3,19.63,61.18,7.71,10,winter,alluvial,middle_egypt,potato
109.61,36.14,136.89,26.32,67.52,8.0,11,permanent,clayey_delta,south_delta,banana
34.92,24.0,27.89,18.22,48.54,7.75,1,winter,loamy_clay,middle_egypt,cumin
37.43,21.0,35.55,20.83,47.94,7.75,10,winter,alluvial,middle_egypt,coriander
113.83,36.22,154.91,28.79,65.34,7.73,7,permanent,loamy_clay,south_delta,banana
40.61,27.75,26.83,15.94,45.16,7.94,1,winter,alluvial,middle_egypt,cumin
58.62,28.33,54.01,27.18,65.19,7.78,6,summer,alluvial,north_delta,basil
81.35,22.67,73.23,27.78,55.75,7.7,11,permanent,sandy,east_delta,mango
60.69,30.44,94.32,28.1,52.31,7.72,8,permanent,loamy_clay,middle_egypt,grapes
41.23,20.68,74.81,31.37,42.2,7.76,7,summer,calcareous,new_lands,watermelon
40.41,18.43,61.69,33.09,49.98,7.6,7,summer,calcareous,sinai_north,watermelon
74.55,28.31,17.27,18.69,52.66,7.87,11,winter,alluvial,south_delta,wheat
57.29,24.15,54.83,20.54,48.21,7.86,4,winter,clayey_delta,south_delta,onion
80.16,26.04,102.55,29.08,53.1,7.87,6,summer,sandy,upper_egypt,eggplant
21.81,17.81,16.57,15.7,59.12,7.84,11,winter,alluvial,middle_egypt,berseem
57.01,33.8,65.92,14.24,56.84,7.91,11,winter,loamy_clay,middle_egypt,cabbage
39.33,17.4,30.14,20.02,59.79,8.0,4,winter,calcareous,north_coast,barley
48.38,20.59,59.81,25.95,58.87,8.08,8,summer,alluvial,north_delta,basil
50.7,23.2,80.38,17.1,65.58,8.13,3,winter,clayey_delta,north_delta,cabbage
64.52,19.88,101.14,27.34,72.53,7.83,8,summer,loamy_clay,west_delta,cucumber
42.97,19.15,59.64,30.09,50.86,7.78,6,permanent,reclaimed,west_delta,pomegranate
69.27,22.61,81.5,25.44,50.57,8.02,11,permanent,loamy_clay,upper_egypt,mango
19.61,18.15,14.23,19.61,63.65,7.94,4,winter,alluvial,south_delta,berseem
22.06,31.11,39.78,18.81,60.82,7.84,11,winter,alluvial,north_delta,faba_bean
44.81,20.27,58.21,29.14,49.4,7.61,4,permanent,sandy,upper_egypt,pomegranate
58.63,24.29,54.61,23.36,48.6,8.13,3,winter,alluvial,middle_egypt,onion
37.26,9.93,57.58,37.13,27.56,8.01,5,permanent,reclaimed,new_lands,date_palm
47.7,27.86,35.26,22.0,61.21,8.02,11,winter,calcareous,west_delta,sugar_beet
66.09,25.56,7.88,19.09,48.62,7.74,1,winter,loamy_clay,middle_egypt,wheat
29.55,27.91,37.42,18.56,43.0,7.92,12,winter,alluvial,middle_egypt,cumin
25.51,12.31,60.41,36.94,24.95,7.9,7,permanent,sandy,upper_egypt,date_palm
37.73,20.66,82.24,34.45,35.96,7.61,7,summer,sandy,upper_egypt,watermelon
84.85,24.6,103.89,21.09,59.06,7.83,12,permanent,loamy_clay,west_delta,citrus
76.35,32.68,91.55,20.5,73.93,7.77,11,winter,loamy_clay,west_delta,tomato_winter
23.22,19.56,22.3,17.66,43.94,7.62,1,winter,sandy,new_lands,lentil
72.69,19.32,93.91,25.53,71.89,7.75,4,summer,loamy_clay,west_delta,cucumber
120.0,34.29,144.44,21.83,68.07,8.0,3,permanent,clayey_delta,south_delta,banana
78.0,24.48,59.17,27.38,49.27,7.92,10,permanent,reclaimed,new_lands,mango
99.2,20.19,36.82,28.81,65.98,7.94,5,summer,alluvial,south_delta,rice
99.83,31.85,152.8,25.76,60.12,7.79,2,permanent,loamy_clay,middle_egypt,banana
19.71,14.58,48.47,23.9,47.77,7.9,9,permanent,calcareous,west_delta,olive
70.95,21.05,14.33,15.87,64.5,8.2,11,winter,clayey_delta,north_delta,wheat
66.49,24.56,46.53,23.06,47.36,7.98,4,winter,alluvial,middle_egypt,onion
42.85,26.76,30.02,17.17,64.71,8.14,3,winter,clayey_delta,north_delta,sugar_beet
85.22,23.26,45.69,31.2,70.7,7.8,8,summer,clayey_delta,south_delta,rice
76.89,25.15,104.91,25.8,57.56,7.87,4,permanent,alluvial,upper_egypt,citrus
53.66,19.26,78.82,16.61,56.9,8.0,12,winter,loamy_clay,middle_egypt,garlic
64.68,23.95,62.7,14.45,68.91,8.12,1,winter,clayey_delta,south_delta,cabbage
77.69,26.63,12.08,20.46,47.15,7.89,11,winter,loamy_clay,upper_egypt,wheat
75.92,24.62,19.44,18.22,54.31,7.77,2,winter,loamy_clay,middle_egypt,wheat
84.41,41.94,104.49,31.37,55.6,8.06,8,summer,clayey_delta,south_delta,tomato_summer
53.14,32.88,79.88,26.71,49.5,7.86,9,permanent,calcareous,west_delta,grapes
34.67,17.58,70.43,29.4,51.5,7.65,5,summer,reclaimed,west_delta,watermelon
56.21,24.47,21.26,19.48,55.24,7.9,3,winter,loamy_clay,south_delta,wheat
72.59,25.92,70.37,28.13,59.98,8.05,8,summer,alluvial,north_delta,cotton
30.81,14.87,39.43,26.89,34.31,7.93,10,permanent,calcareous,new_lands,olive
71.34,29.59,15.81,16.11,48.13,7.71,3,winter,alluvial,upper_egypt,wheat
46.27,19.42,67.02,23.05,47.33,7.92,2,permanent,loamy_clay,upper_egypt,pomegranate
70.79,14.95,83.12,28.74,51.58,7.64,10,permanent,sandy,aswan,mango
57.52,27.19,74.13,18.13,73.61,7.73,10,winter,alluvial,north_delta,cabbage
72.97,25.03,84.11,31.77,51.57,7.7,9,summer,loamy_clay,south_delta,eggplant
71.57,21.51,88.57,27.64,61.91,7.95,4,summer,alluvial,north_delta,eggplant
81.81,36.21,98.09,23.1,65.21,8.02,10,winter,loamy_clay,south_delta,tomato_winter
40.59,16.35,22.52,20.63,57.55,7.8,11,winter,loamy_clay,south_delta,coriander
24.93,13.51,44.82,32.02,24.76,7.9,4,permanent,sandy,aswan,date_palm
79.79,38.11,103.76,27.62,54.38,7.73,5,summer,loamy_clay,west_delta,tomato_summer
37.18,21.52,83.75,31.05,39.82,7.57,6,summer,sandy,new_lands,watermelon
54.19,23.15,82.5,25.53,75.75,7.82,8,summer,loamy_clay,west_delta,cucumber
72.01,23.28,75.78,27.65,53.28,7.99,4,summer,clayey_delta,south_delta,cotton
34.91,26.29,47.65,16.77,62.63,8.0,2,winter,clayey_delta,north_delta,sugar_beet
62.87,20.33,48.8,19.0,49.41,8.01,11,winter,loamy_clay,middle_egypt,onion
101.0,26.57,53.15,29.79,65.84,7.82,8,summer,alluvial,south_delta,rice
70.81,30.78,53.06,26.82,69.47,7.53,9,summer,alluvial,north_delta,pepper
37.3,18.01,35.09,17.97,59.19,7.9,3,winter,loamy_clay,south_delta,coriander
53.72,18.97,62.76,16.92,57.68,8.02,1,winter,clayey_delta,south_delta,onion
105.19,29.19,31.12,31.57,54.13,7.96,7,summer,loamy_clay,south_delta,maize
54.05,19.72,29.01,15.65,57.43,7.65,1,winter,calcareous,west_delta,barley
39.98,10.83,55.95,28.7,33.4,8.14,2,permanent,reclaimed,aswan,date_palm
102.67,25.46,37.32,30.01,50.42,7.8,7,summer,alluvial,middle_egypt,maize
72.05,29.02,57.65,24.8,66.61,7.87,5,summer,clayey_delta,north_delta,pepper
67.51,20.84,13.55,19.67,48.42,7.96,11,winter,alluvial,upper_egypt,wheat
57.97,33.18,89.79,29.87,43.51,7.87,6,permanent,reclaimed,new_lands,grapes
25.06,13.82,45.72,27.89,48.1,7.87,5,permanent,calcareous,west_delta,olive
37.6,14.54,36.21,16.13,52.35,7.69,12,winter,alluvial,south_delta,coriander
29.79,9.12,49.12,33.15,34.8,7.81,9,permanent,sandy,upper_egypt,date_palm
79.66,35.65,95.48,21.71,70.8,7.87,10,winter,loamy_clay,south_delta,tomato_winter
47.72,17.23,66.23,29.55,37.77,7.66,9,permanent,sandy,upper_egypt,pomegranate
50.19,17.32,98.24,25.6,60.59,7.68,3,summer,loamy_clay,middle_egypt,cucumber
58.66,29.43,101.05,21.61,36.66,7.98,2,permanent,reclaimed,new_lands,grapes
67.43,24.96,7.36,17.68,50.26,8.07,3,winter,alluvial,upper_egypt,wheat
60.76,21.75,69.19,31.26,45.98,7.56,11,permanent,sandy,aswan,mango
82.26,21.0,83.35,28.48,51.97,7.82,8,summer,alluvial,middle_egypt,eggplant
116.02,33.86,132.68,27.97,61.88,7.79,8,permanent,loamy_clay,middle_egypt,banana
36.19,9.69,44.94,28.43,35.84,7.88,1,permanent,reclaimed,aswan,date_palm
23.97,31.88,33.33,16.09,59.9,7.98,1,winter,loamy_clay,middle_egypt,faba_bean
18.36,18.98,33.91,17.99,43.21,7.75,11,winter,reclaimed,new_lands,lentil
80.61,31.79,90.97,16.8,66.53,8.3,12,winter,clayey_delta,east_delta,tomato_winter
73.46,32.49,70.66,20.09,73.96,7.7,1,permanent,alluvial,north_delta,mint
17.89,16.76,20.59,19.87,52.34,7.56,4,winter,sandy,sinai_north,lentil
40.01,18.28,71.65,33.97,35.0,7.58,8,summer,sandy,new_lands,watermelon
29.58,23.33,28.78,16.65,58.0,7.95,2,winter,loamy_clay,west_delta,cumin
55.41,20.14,67.17,20.44,58.83,8.15,4,winter,clayey_delta,south_delta,garlic
60.38,34.58,82.78,23.2,56.05,7.93,1,permanent,reclaimed,west_delta,grapes
16.81,21.51,26.61,14.2,55.4,7.91,1,winter,alluvial,south_delta,berseem
110.27,26.58,31.36,34.25,47.21,7.72,6,summer,loamy_clay,middle_egypt,maize
81.46,47.39,124.36,16.03,62.9,7.73,1,winter,loamy_clay,west_delta,potato
111.3,33.9,29.54,31.83,56.57,7.94,6,summer,alluvial,north_delta,maize
69.75,21.45,61.13,26.33,59.42,7.97,4,summer,alluvial,north_delta,cotton
101.15,30.95,41.31,32.85,51.4,7.86,9,summer,alluvial,north_delta,maize
61.72,21.29,57.22,29.23,62.29,7.75,8,summer,alluvial,south_delta,basil
63.42,20.6,63.54,29.45,53.15,7.85,5,summer,alluvial,middle_egypt,eggplant
43.47,15.19,40.51,16.33,52.62,7.63,2,winter,sandy,sinai_north,barley
63.46,24.38,82.53,16.79,66.15,7.91,2,winter,alluvial,north_delta,cabbage
64.96,21.5,49.5,21.42,47.27,7.86,3,winter,alluvial,upper_egypt,onion
77.19,30.73,74.42,26.37,63.02,7.74,5,permanent,alluvial,south_delta,mint
78.99,46.8,133.53,15.78,61.57,7.69,12,winter,alluvial,middle_egypt,potato
85.64,28.85,79.69,26.4,60.14,7.7,8,permanent,loamy_clay,middle_egypt,mint
79.01,20.81,77.33,32.15,60.39,7.82,7,summer,alluvial,north_delta,eggplant
14.79,22.75,18.46,17.08,54.6,7.89,1,winter,alluvial,south_delta,berseem
